no,reviewId,reviewForm,rating,body,reviewDate,visitDate,createdRaw,visitedRaw,visitCount,reviewer,originType,votedKeywords,reply,replyCreated
11,6a93972a5f2d562ec354e827,텍스트·콘텐츠형,5,바지락장도맛있고 해장국도 맛있어서 다음에 놀러오면 꼭올거에요,2026-08-30,2026-08-30,8.30.일,8.30.일,1,goo****,영수증,음식이 맛있어요 | 재료가 신선해요 | 양이 많아요 | 특별한 메뉴가 있어요,,
12,6a938b4e865eebd6281ad239,텍스트·콘텐츠형,5,"검색으로만 와서 먹었는데 사람도 많고 맛집 인정입니다
다음에 재방문 할래욧",2026-08-30,2026-08-30,8.30.일,8.30.일,1,가지푸사랑,영수증,음식이 맛있어요 | 재료가 신선해요 | 양이 많아요 | 매장이 넓어요 | 주차하기 편해요,,
13,6a9378396896abe1529b9ced,텍스트·콘텐츠형,5,유명하다고 해서 와봤는데 맛있어요 반찬이 정갈하고 깔끔하게 잘 나와요 약간 매콥하긴 하지만 매워서 못먹을정도는 아니에요 뜩히 완자 맛있습니다!!,2026-08-30,2026-08-30,8.30.일,8.30.일,1,김도이56,영수증,음식이 맛있어요 | 재료가 신선해요 | 양이 많아요 | 매장이 청결해요,,
14,6a926a6c183308e411ac4269,텍스트·콘텐츠형,5,"태안쪽 오면 맨날 먹을게 비슷비슷한데 여기 너무 색다른 메뉴인데 얼큰하고 너무 좋네요 맛있어요 엄청 깔끔하고~! 바지락 고기완자 후추맛 안나도 돈까스 소스 주셔서 아이가 너무 잘먹었어요~
반찬도 다 맛있고 강추입니다~",2026-08-29,2026-08-29,8.29.토,8.29.토,1,콩님58,영수증,음식이 맛있어요 | 특별한 메뉴가 있어요 | 주차하기 편해요 | 매장이 청결해요 | 친절해요,,
15,6a924d3dfe8aac848297fc54,텍스트·콘텐츠형,5,태안 오면 필수 코스입니다!! 시원하고 뜨끈하고 해장으로 최고에요!! 시래기밥도 맛있어서 완뚝했어요!!,2026-08-29,2026-08-29,8.29.토,8.29.토,1,팽쥬,영수증,음식이 맛있어요 | 양이 많아요 | 특별한 메뉴가 있어요,,
16,6a924c97a2353e2288f15f39,텍스트·콘텐츠형,3.5,깔끔하고 맛있어요 굳 입니다~~~,2026-08-29,2026-08-29,8.29.토,8.29.토,1,정우맘4176,영수증,음식이 맛있어요 | 재료가 신선해요 | 인테리어가 멋져요 | 매장이 넓어요 | 친절해요,,
17,6a9247e19c6334572252fe10,텍스트·콘텐츠형,5,"태안 해장의성지 # 태안바지락해장국 
태안의 필수코스 맛있게 잘 먹었습니다~~^^",2026-08-29,2026-08-29,8.29.토,8.29.토,1,미련곰탱67,영수증,음식이 맛있어요 | 재료가 신선해요 | 양이 많아요 | 특별한 메뉴가 있어요 | 건강한 맛이에요,,
18,6a9244c0571fd456122514b9,텍스트·콘텐츠형,5,,2026-08-29,2026-08-29,8.29.토,8.29.토,1,쿵다람,영수증,음식이 맛있어요 | 인테리어가 멋져요,,
19,6a9239f4a9a0019c20858be5,텍스트·콘텐츠형,5,"오늘 처음 왔는데 너무 맛있었어요
다음에 다시 올게요😊",2026-08-29,2026-08-29,8.29.토,8.29.토,1,감자동동동동,영수증,음식이 맛있어요 | 재료가 신선해요 | 양이 많아요 | 특별한 메뉴가 있어요,,
20,6a922717f8e1c6abba0f4ef1,텍스트·콘텐츠형,5,"멱어본 내장탕 탑 안에 들어요!!!
곱창이랑 바지락 가득하구 맛집 이유 딱 알겠는💓",2026-08-29,2026-08-29,8.29.토,8.29.토,1,jlo****,영수증,음식이 맛있어요 | 인테리어가 멋져요,,
21,6a9225d7a74f2c92da44ec7f,텍스트·콘텐츠형,5,"유명맛집이라고 방문했어요
바지락해장국 처음이지만 맛나서 담기회가 된다면 다시 방문하고파요",2026-08-29,2026-08-29,8.29.토,8.29.토,1,샤샤3764,영수증,음식이 맛있어요 | 양이 많아요 | 특별한 메뉴가 있어요 | 매장이 넓어요 | 친절해요,,
22,6a921ffd20e2a1ba88200a91,텍스트·콘텐츠형,5,"평이 좋아 와봤는데 역시나 맛있어요
얼큰하니 진한게 넘 별미에요
아가는 완자 먹기 좋습니당
아침인데도 손님들로 가득하네요
담에 또 올게요!",2026-08-29,2026-08-29,8.29.토,8.29.토,1,추무추무,영수증,음식이 맛있어요 | 재료가 신선해요 | 양이 많아요 | 특별한 메뉴가 있어요 | 인테리어가 멋져요,,
23,6a921ad4cf54b5fa1aaeeaba,텍스트·콘텐츠형,4,이른 아침에 여는 곳이라 큰기대없이갔는데 아이들 먹기좋게 배려해주시고  맛있게  잘 먹고 갑니다 ~~,2026-08-29,2026-08-29,8.29.토,8.29.토,1,숙명 더 피아노,영수증,음식이 맛있어요 | 재료가 신선해요 | 양이 많아요,,
24,6a910785c9d65c5f990dc7f2,텍스트·콘텐츠형,5,음식이 색다르고 맛있어요,2026-08-28,2026-08-28,8.28.금,8.28.금,1,쿠야ㅡ미르,영수증,음식이 맛있어요,,
25,6a9103a879377404b4e1b784,텍스트·콘텐츠형,5,바지락은 칼국수만 먹어봤지 해장국은 처음먹어봐요. 태안 유명 맛집이더라고!! 바지락해장국에 바지락이 진짜 엄청 많습니다!! 그리고 굳물이 진짜 진해요!! 한 입 먹고 친구랑 저랑 둘다 와.. 감탄햤급니다!! 그리고 바지락장에 비벼먹는 시레기밥 진짜 맛있습니더! 태안 맛집 맞어요~~!!,2026-08-28,2026-08-28,8.28.금,8.28.금,1,lil****,영수증,음식이 맛있어요 | 재료가 신선해요 | 양이 많아요 | 친절해요 | 매장이 청결해요,,
26,6a96ea4ab945a42cf760a218,텍스트·콘텐츠형,5,매일 한정 메뉴 바지락내장탕 잘먹었습니다,2026-09-02,2026-08-28,9.2.수,8.28.금,1,김까다로이,영수증,특별한 메뉴가 있어요 | 사진이 잘 나와요 | 주차하기 편해요 | 음식이 빨리 나와요,,
27,6a8e6653c4522e3dd5dbe778,텍스트·콘텐츠형,5,"바지락해장국, 내장해장국 모두 정말 맛있어요 가까운데 있으면 자주 와서 먹고싶을 정도예요
태안 오시면 꼭 한번 드셔보시길요",2026-08-26,2026-08-26,8.26.수,8.26.수,1,녹차라떼47,영수증,음식이 맛있어요,,
28,6a8e36e3a5080d9c487b8de8,텍스트·콘텐츠형,5,"아침에 우연히 방문한 맛집
정말 정말 맛있어요",2026-08-26,2026-08-26,8.26.수,8.26.수,1,사자머리12,영수증,음식이 맛있어요 | 인테리어가 멋져요 | 매장이 청결해요,,
29,6a8e3b9cf9a7e710355bf0c8,텍스트·콘텐츠형,5,,2026-08-26,2026-08-26,8.26.수,8.26.수,1,hanaro35,영수증,음식이 맛있어요 | 재료가 신선해요 | 양이 많아요 | 매장이 넓어요 | 단체모임 하기 좋아요,,
30,6a8d0e0a79e9f9099cf34502,텍스트·콘텐츠형,5,어제 방문 했다가 재료 소진으로 못 먹어서 다음날 다시 와서 먹었어요 얼큰 하니 바지락도 많이 들어가고 맛있어요 음식도 빨리 나와요 굳,2026-08-25,2026-08-25,8.25.화,8.25.화,1,da****,영수증,음식이 맛있어요 | 특별한 메뉴가 있어요,,
31,6a8ceccd09a37209bc54b1f4,텍스트·콘텐츠형,5,"여행온겸 해서 왔습니다
정말 맛있어요 바지락도 실하게 양많이 들어있구용?! 
엄청 맛있어요 수도권살아서 근처 지나갈때나 태안에 오면 꼭 올 것 같아요",2026-08-25,2026-08-25,8.25.화,8.25.화,1,원숭222,영수증,음식이 맛있어요 | 재료가 신선해요 | 친절해요 | 매장이 청결해요,,
32,6a8bc4fec5501aac7ffbd4b8,텍스트·콘텐츠형,3.5,태안 여행 초입시 충전 후 시작하기 좋당! 바지락 양 많고 굿!!,2026-08-24,2026-08-24,8.24.월,8.24.월,1,파워콩콩,영수증,가성비가 좋아요 | 특별한 메뉴가 있어요 | 혼밥하기 좋아요 | 매장이 넓어요 | 주차하기 편해요,,
33,6a8baac0b6bd85f737f064b3,텍스트·콘텐츠형,5,"유명하다고 해서와봤는데 너무맛있어요!
시래기밥 나오는거도 너무좋네요!",2026-08-24,2026-08-24,8.24.월,8.24.월,1,aitchu,영수증,음식이 맛있어요 | 양이 많아요 | 특별한 메뉴가 있어요,,
34,6a8ba950a5cd6d27847342ad,텍스트·콘텐츠형,5,"너무 맛있어요~~ 부모님 아이
모두 완밥했습니다~~",2026-08-24,2026-08-24,8.24.월,8.24.월,1,기다림757,영수증,음식이 맛있어요 | 양이 많아요 | 특별한 메뉴가 있어요 | 매장이 넓어요,,
35,6a8a80666a0ba22b1f36c3d2,텍스트·콘텐츠형,5,"태안 여행 갔다가 바지락해장국 먹으러 방문했어요 😊
바지락이 정말 푸짐하게 들어있고 국물도 얼큰하고 시원해서 속이 확 풀리는 맛이었어요!
특히 시래기밥에 바지락장 넣어서 같이 먹으니까 너무 맛있더라고요 👍🏻
반찬도 깔끔하게 나오고 전체적으로 든든하게 한 끼 먹기 좋았어요.
태안에서 아침이나 점심으로 뜨끈한 국물 찾으시는 분들께 추천해요!
다음에 태안 오면 또 먹으러 올 것 같아요 😊",2026-08-23,2026-08-23,8.23.일,8.23.일,1,빛이나는 유,영수증,음식이 맛있어요 | 양이 많아요 | 특별한 메뉴가 있어요 | 재료가 신선해요,,
36,6a8a7b552c9d1e5e2d3e6f85,텍스트·콘텐츠형,5,태안여행 첫날 맛난거 먹어서 기분이 좋아짐요,2026-08-23,2026-08-23,8.23.일,8.23.일,1,VlasT,영수증,음식이 맛있어요 | 양이 많아요 | 재료가 신선해요 | 화장실이 깨끗해요 | 주차하기 편해요,,
37,6a8a6dc9c7f965c6e6976394,텍스트·콘텐츠형,5,가족이랑 함께 방문했어요~ 너무 맛있게 먹고갑니다!,2026-08-23,2026-08-23,8.23.일,8.23.일,1,선봄,영수증,음식이 맛있어요 | 특별한 메뉴가 있어요 | 매장이 넓어요 | 매장이 청결해요,,
38,6a8a656fade31d514cf3500a,텍스트·콘텐츠형,5,"강원도 양양의 황태해장국을 통해 알게되었어요. 너무 맛있어서 태안점도 꼭 와보고싶어 여행길에 들럿습니다.
바지락도 푸짐하고 모래하나 안씹히고 너무 좋네요~
잘 먹고갑니다!",2026-08-23,2026-08-23,8.23.일,8.23.일,1,yhj****,영수증,음식이 맛있어요 | 재료가 신선해요 | 친절해요 | 매장이 청결해요,,
39,6a8a5f1acaea3313f1248744,텍스트·콘텐츠형,5,"태안쪽놀러오면 죄다 게국지나 칼국수뿐이였는데..  처음먹어봐요 바지락해장국 진짜 맛있습니다
뭔가 해물 짬뽕같으면서도 깔끔한데 가벼운맛이아니예요 고기해장국 같은맛도 남!!!
바지락장도 맛있고 시래기장도 맛있네요 ㅠㅠ 또올거예요!!!!",2026-08-23,2026-08-23,8.23.일,8.23.일,1,mo****,영수증,음식이 맛있어요 | 재료가 신선해요 | 양이 많아요 | 특별한 메뉴가 있어요,,
40,6a8a5e823dd6c04163b4221b,텍스트·콘텐츠형,5,"맛있게 잘 먹구갑니당~
다음에 또 놀러오면 재방문 의사 있습니당
감사합니당",2026-08-23,2026-08-23,8.23.일,8.23.일,1,koer1278,영수증,음식이 맛있어요 | 재료가 신선해요 | 양이 많아요 | 매장이 넓어요 | 친절해요,,
41,6a8a5c30037e1ebe1512169c,텍스트·콘텐츠형,4.5,해장국 너무너무 맛있어요!! 웨이팅흐고 먹어도 될맛!,2026-08-23,2026-08-23,8.23.일,8.23.일,1,dnd****,영수증,음식이 맛있어요 | 재료가 신선해요 | 양이 많아요,,
42,6a8a4f9534f96ebe690e13db,텍스트·콘텐츠형,5,친구들이랑 태안여행와서 아주 맛있게 잘 먹고갑니다!,2026-08-23,2026-08-23,8.23.일,8.23.일,1,ppk****,영수증,음식이 맛있어요 | 양이 많아요 | 매장이 넓어요 | 친절해요 | 매장이 청결해요,,
43,6a8a4f332fe2a055ae859a64,텍스트·콘텐츠형,5,태안 여행하면서 들렀는데 기대 이상으로 맛있었어요! 바지락이 푸짐하게 들어있고 국물이 칼칼하면서도 시원해서 속이 확 풀리는 느낌이었습니다. 특히 시래기밥에 바지락장 넣어서 같이 먹으니까 정말 잘 어울렸어요. 주차장도 넓어서 편했고 매장도 깔끔해서 가족끼리 방문하기 좋았습니다. 태안에서 아침이나 해장할 곳 찾으신다면 추천하고 싶어요! 다음에 태안 오면 또 방문할 것 같습니다 😊,2026-08-23,2026-08-23,8.23.일,8.23.일,1,addfggfx,영수증,음식이 맛있어요 | 재료가 신선해요 | 양이 많아요 | 특별한 메뉴가 있어요 | 매장이 넓어요,,
44,6a8a48b8d8cd38966f437b8a,텍스트·콘텐츠형,5,두번째 방문입니다. 태안올때마다 들려야겠어요 너무 맛있어여,2026-08-23,2026-08-23,8.23.일,8.23.일,1,웁스3122,영수증,음식이 맛있어요 | 재료가 신선해요 | 양이 많아요,,
45,6a8a40edd1f2919d72d72ccd,텍스트·콘텐츠형,5,"진짜맛있어서 리뷰써요
또올래요 태안여행성공  남자사장님친절해요
바지락신선 마늘도 막 ~",2026-08-23,2026-08-23,8.23.일,8.23.일,1,피아노65,영수증,음식이 맛있어요 | 재료가 신선해요 | 매장이 넓어요 | 친절해요,,
46,6a8a3dbd8586571126cb02b6,텍스트·콘텐츠형,5,"역시 맛집답게  맛있게 먹방하고 갑니다!! 
아침 일찍 열어서 일찍부터 먹을 수 있었어요~
강추입니다👏👏👏",2026-08-23,2026-08-23,8.23.일,8.23.일,1,냐아오오오오웅,영수증,음식이 맛있어요 | 친절해요 | 매장이 청결해요,,
47,6a8a2ed0dd7ca9c12c672425,텍스트·콘텐츠형,5,국물이 칼칼하고 시원해서 해장하기 좋았어요! 바지락도 양 괜찮게 들어있고 아침에 든든하게 잘 먹었습니다 😊,2026-08-23,2026-08-23,8.23.일,8.23.일,1,Nana12o2,영수증,음식이 맛있어요 | 재료가 신선해요 | 양이 많아요 | 매장이 넓어요 | 매장이 청결해요,,
48,6a892d49bd07fa93fdd757d5,텍스트·콘텐츠형,5,"해장의 성지라는 말에 걸맞게 진짜..너무 칼칼하고 시원했어요! 해장국 뿐아니라 반찬, 밥 하나하나 정성이 들어간 맛이었습니다 :) 태안 들리신다면 꼭 들려야하는곳 !! 추천합니당 ㅎㅎ",2026-08-22,2026-08-22,8.22.토,8.22.토,1,CZ STELA,영수증,음식이 맛있어요 | 재료가 신선해요 | 특별한 메뉴가 있어요 | 매장이 넓어요,,
49,6a89171b14352849dddd2453,텍스트·콘텐츠형,5,가족여행으로 태안 와서 맛있게 먹었어요!,2026-08-22,2026-08-22,8.22.토,8.22.토,1,ansdudchl93,영수증,음식이 맛있어요 | 재료가 신선해요 | 양이 많아요,,
50,6a88fc3bdc8197a5d364f6e2,텍스트·콘텐츠형,5,"태안여행 올 때마다 먹어요
위치가 태안 초입이라 여행 시작하면서 먹기 좋아요
칼칼하고 1인1식 주문 시 시래기밥 추가도 가능해요
매장도 청결하고 시원하고 넓찍해서 가족들 오기도 괜찮아요 일단 맛있으니 추천^^",2026-08-22,2026-08-22,8.22.토,8.22.토,1,204612,영수증,음식이 맛있어요 | 양이 많아요 | 특별한 메뉴가 있어요 | 인테리어가 멋져요 | 매장이 넓어요,,
51,6a88e37958f0d121e88da6c0,텍스트·콘텐츠형,5,"해장국 너무 맛있습니다
담에  또 올 확률 100프로 입니다",2026-08-22,2026-08-22,8.22.토,8.22.토,1,dae****,결제내역,음식이 맛있어요 | 인테리어가 멋져요 | 매장이 넓어요 | 화장실이 깨끗해요 | 주차하기 편해요,,
52,6a88e0dd40a1c58f628b23e5,텍스트·콘텐츠형,5,"웨이팅이 길어도 꼭 먹어야하는 맛집.
완뚝했습니다.",2026-08-22,2026-08-22,8.22.토,8.22.토,1,밥뚱땡이,영수증,음식이 맛있어요 | 재료가 신선해요 | 인테리어가 멋져요 | 매장이 넓어요 | 혼밥하기 좋아요,,
53,6a87d24647a29ea9f47cd6d7,텍스트·콘텐츠형,5,"깔끔하고  국물이 진하고 맛있어요
다시 생각날집입니다",2026-08-21,2026-08-21,8.21.금,8.21.금,1,rab****,영수증,음식이 맛있어요 | 재료가 신선해요 | 양이 많아요,,
54,6a87c86deb6d0bcb89edcef4,텍스트·콘텐츠형,5,"목요일 방문 했다가 휴무라 다음날 다시 방문했는데, 대디가 쫌 있었네요~ 맛집이라 그런거~ 개별로 나오는데 깔끔하고 맛있네요~*^^* 다음에 또 방문 각!!",2026-08-21,2026-08-21,8.21.금,8.21.금,1,고소미14,영수증,음식이 맛있어요 | 특별한 메뉴가 있어요 | 매장이 넓어요 | 친절해요 | 주차하기 편해요,,
55,6a87bd8a40a1c58f620fbb84,텍스트·콘텐츠형,5,국물이 진하고 얼큰하며 정말 또 오고 싶은 곳이예요!!,2026-08-21,2026-08-21,8.21.금,8.21.금,1,dhk****,영수증,음식이 맛있어요 | 양이 많아요,,
56,6a83e844ed951b146b725e60,텍스트·콘텐츠형,4.5,태안여행중에 찐맛집 정말 맛있게 먹었어요,2026-08-18,2026-08-18,8.18.화,8.18.화,1,뽀롱꾀롱,영수증,음식이 맛있어요 | 재료가 신선해요,,
57,6a83e2cd6adbaf335d4350e0,텍스트·콘텐츠형,5,시래기 부드럽고 바지락 뻘 없이 맛있게 먹었습니다~~^^,2026-08-18,2026-08-18,8.18.화,8.18.화,1,line6455,영수증,음식이 맛있어요 | 인테리어가 멋져요 | 매장이 넓어요 | 친절해요,,
58,6a83e1dec242d47dacd0a676,텍스트·콘텐츠형,4.5,"태안 나들이 와서 들린곳!!!
사장님이  너무 친절하고 음식도 이색적이고 너무 맛있어요~~
시래기밥에 바지락장간장넣어서 비벼먹으면 진짜 맛있어요!!!!강추",2026-08-18,2026-08-18,8.18.화,8.18.화,1,enz****,영수증,음식이 맛있어요 | 양이 많아요 | 특별한 메뉴가 있어요 | 친절해요 | 매장이 청결해요,,
59,6a83d89519a3dc348c05de9b,텍스트·콘텐츠형,5,맛있게 먹었어요! 태안 여행오시면 추천합니다!!,2026-08-18,2026-08-18,8.18.화,8.18.화,1,skd****,영수증,음식이 맛있어요 | 양이 많아요 | 가성비가 좋아요 | 메뉴 구성이 알차요,,
60,6a83e24c31a70ba874056e8d,텍스트·콘텐츠형,5,바지락해장국 처음 먹어봤는데 넘 맛있고 진한 맛이에요~ 다음에 또 먹으러 오고 싶어요^^!,2026-08-18,2026-08-18,8.18.화,8.18.화,1,007rnjs72,영수증,음식이 맛있어요 | 특별한 메뉴가 있어요,,
61,6a83be35eb0dedc949ce196c,텍스트·콘텐츠형,5,"얼큰~하고 감칠맛이 좋아서 너무 맛있었어요
해장국안에 시레기도 너무 부드럽고
시레기밥도 맛있있었고 밑반찬도 전부 맛있었습니다",2026-08-18,2026-08-18,8.18.화,8.18.화,1,난고닝,영수증,음식이 맛있어요 | 재료가 신선해요 | 건강한 맛이에요 | 특별한 메뉴가 있어요 | 매장이 넓어요,"안녕하세요, 태안바지락해장국입니다. 
저희 매장을 믿고 찾아주시고 세심함이 묻어나는 감동의 후기로 응원해 주셔서 진심으로 깊은 감사의 말씀을 올려드립니다. 
정직한 재료로 오랫동안 고아낸 얼큰한 육수와 푹 삶아 부드러운 시래기, 그리고 마음을 담아 준비한 정갈한 반찬들이 손님께 완벽한 만족으로 전달된 것 같아 참 큰 보람과 자부심을 느낍니다.
보내주신 귀한 성원에 보답하여, 언제 방문하시더라도 늘 기분 좋고 안심할 수 있는 한 상을 준비하는 믿음직한 태안 해장국 맛집으로 자리를 지키겠습니다.",8.19.수
62,6a829473ebebaada0009faec,텍스트·콘텐츠형,4.5,"바지락해장국이란 메뉴에 홀려서 방문했는데요
너무 시원하고 맛있어요
다음에도 또 방문해서 먹을맛",2026-08-17,2026-08-17,8.17.월,8.17.월,1,으아닛왜,영수증,음식이 맛있어요 | 양이 많아요 | 특별한 메뉴가 있어요,,
63,6a829e0911922803944cf890,텍스트·콘텐츠형,5,최고예요,2026-08-17,2026-08-17,8.17.월,8.17.월,1,k3****,영수증,음식이 맛있어요 | 재료가 신선해요 | 양이 많아요 | 고기 질이 좋아요 | 매장이 넓어요,,
64,6a82907d43f5f789aaedaee3,텍스트·콘텐츠형,3.5,"여자친구가 너무 맛있다고
태안으로 이사오재요
그래서 혼자가라고했어요",2026-08-17,2026-08-17,8.17.월,8.17.월,1,28****,영수증,음식이 맛있어요 | 재료가 신선해요,,
65,6a82809d88b60dbbd3e47761,텍스트·콘텐츠형,4.5,색다른 메뉴라 좋았어요!특히 시래기밥 강추합니다💛,2026-08-17,2026-08-17,8.17.월,8.17.월,1,삐약삐약s2,영수증,음식이 맛있어요 | 재료가 신선해요 | 인테리어가 멋져요 | 혼밥하기 좋아요 | 단체모임 하기 좋아요,,
66,6a828b6ace8a9559a68a8b7b,텍스트·콘텐츠형,5,,2026-08-17,2026-08-17,8.17.월,8.17.월,1,rev****,영수증,음식이 맛있어요 | 음악이 좋아요,,
67,6a8277f6e9386dfe128660cd,텍스트·콘텐츠형,5,"태안오면 꼭 먹는 맛집이예요.
애들먹기 좋은 완자도 있오서 언제나 잘먹어요.
조식이나 점심으로 강추!!!",2026-08-17,2026-08-17,8.17.월,8.17.월,1,LUCY6223,영수증,음식이 맛있어요 | 재료가 신선해요 | 특별한 메뉴가 있어요,,
68,6a82714085d572159cdd43df,텍스트·콘텐츠형,5,어제 대기가 너무길어 패스하고 오늘 너무 아쉬워 아침 일찍 왔어요. 바지락 해장국 먹었는데 담백하고 조개 신선해서 완전 만족합니다. 다음에 부모님 모시고 다시 오고 싶은 맛이에요.,2026-08-17,2026-08-17,8.17.월,8.17.월,1,pas****,영수증,음식이 맛있어요 | 재료가 신선해요 | 양이 많아요 | 특별한 메뉴가 있어요 | 매장이 넓어요,,
69,6a826f8d5997a98d28fe3098,텍스트·콘텐츠형,5,진짜 맛집이고 담에 또 오고싶어요~,2026-08-17,2026-08-17,8.17.월,8.17.월,1,미니트29,영수증,음식이 맛있어요 | 재료가 신선해요 | 양이 많아요 | 특별한 메뉴가 있어요 | 매장이 넓어요,,
