no,reviewId,reviewForm,rating,body,reviewDate,visitDate,createdRaw,visitedRaw,idTimestamp,visitCount,reviewer,originType,votedKeywords,reply,replyCreated
11,6a8e6b79cefe89ae5ad01c6e,텍스트·콘텐츠형,5,"도화갈비
역시 맛있습니다
담엔 예약하고 룸으로",2026-08-26,2026-08-26,8.26.수,8.26.수,2026-08-26T04:28:41+00:00,1,ecojigu,영수증,가성비가 좋아요 | 특별한 메뉴가 있어요 | 양이 많아요 | 고기 질이 좋아요 | 음식이 맛있어요,,
12,6a8e6d499b547201c2a9689b,텍스트·콘텐츠형,5,"소문난 갈비집
도화갈비
맛집입니다^^
역시 소문대로 밑반찬두 다 맛있구
간만에 찐맛집 이였네요^^",2026-08-26,2026-08-26,8.26.수,8.26.수,2026-08-26T04:36:25+00:00,1,SM한1888,영수증,양이 많아요 | 가성비가 좋아요 | 단체모임 하기 좋아요 | 매장이 넓어요 | 뷰가 좋아요,,
13,6a8d2e53d1ae57db85f21b3c,텍스트·콘텐츠형,5,,2026-08-25,2026-08-25,8.25.화,8.25.화,2026-08-25T05:55:31+00:00,1,sel****,영수증,음식이 맛있어요 | 고기 질이 좋아요 | 양이 많아요 | 가성비가 좋아요 | 매장이 넓어요,,
14,6a8d24f114bb80799bdfd453,텍스트·콘텐츠형,5,너무 맛있는 인천 고기집이네요. 도화갈비에서 맛있는 추억 만들어보세요~^^,2026-08-25,2026-08-25,8.25.화,8.25.화,2026-08-25T05:15:29+00:00,1,White Pelli,영수증,음식이 맛있어요 | 고기 질이 좋아요 | 인테리어가 멋져요 | 매장이 넓어요 | 주차하기 편해요,,
15,6a8d25d64af5118e91ae66d6,텍스트·콘텐츠형,5,인천에 있는 도화갈비에서 소뼈맑은탕 한 그릇 먹었어요.  주차하기 편하고 매장도 넓고 바료 옆 투썸 카페와 연결되어 좋아요...^^,2026-08-25,2026-08-25,8.25.화,8.25.화,2026-08-25T05:19:18+00:00,1,lee****,영수증,인테리어가 멋져요 | 매장이 넓어요 | 주차하기 편해요 | 친절해요 | 매장이 청결해요,,
16,6a8d253d8586571126d08c8c,텍스트·콘텐츠형,5,인천 도화갈비에서 소뼈맑은탕 한 그릇 뚝딱 해치웠네요.  주차하기 편하고 매장도 넓고 바료 옆 투썸 카페와 연결되어 좋아요...^^,2026-08-25,2026-08-25,8.25.화,8.25.화,2026-08-25T05:16:45+00:00,1,도봉다람쥐,영수증,매장이 넓어요 | 친절해요 | 주차하기 편해요 | 가성비가 좋아요,,
17,6a8d2f3ea40aab359fbd73ed,텍스트·콘텐츠형,5,음식이 맛있고 여기 일하시는 분들이 너무 친절하십니다.,2026-08-25,2026-08-25,8.25.화,8.25.화,2026-08-25T05:59:26+00:00,1,holee78552,영수증,음식이 맛있어요 | 고기 질이 좋아요 | 양이 많아요 | 가성비가 좋아요 | 인테리어가 멋져요,,
18,6a8d9102206f86f58eec63e1,텍스트·콘텐츠형,5,"반찬 맛있고 런치 세트로 나와서 좋아요.
우선 주차 편하고 깔끔한 곳 찾고싶으면 추천합니다.

약간 과잉친절이긴한데... 친절합니다!",2026-08-25,2026-08-25,8.25.화,8.25.화,2026-08-25T12:56:34+00:00,1,룰루랄라라라라랄,영수증,매장이 넓어요 | 친절해요 | 음식이 맛있어요,,
19,6a8bdae97025ff780a5988f1,텍스트·콘텐츠형,5,잘 먹고 갑니다~!!!,2026-08-24,2026-08-24,8.24.월,8.24.월,2026-08-24T05:47:21+00:00,3,앨리시아19,영수증,음식이 맛있어요 | 고기 질이 좋아요 | 인테리어가 멋져요 | 매장이 넓어요 | 친절해요,,
20,6a8ab372d1b5988952218b0c,텍스트·콘텐츠형,5,너무 맛있어서 자주 방문하고 있어요,2026-08-23,2026-08-23,8.23.일,8.23.일,2026-08-23T08:46:42+00:00,1,YONNY90,영수증,음식이 맛있어요 | 고기 질이 좋아요 | 양이 많아요 | 특별한 메뉴가 있어요,,
21,6a897d9fe57adc76183a7356,텍스트·콘텐츠형,5,"너무 맛있어요! 
모든분들이 친절하시고 고기질도 너무 좋습니다!
집가까워서 자주 갑니다!",2026-08-22,2026-08-22,8.22.토,8.22.토,2026-08-22T10:44:47+00:00,1,Sognidoro,영수증,음식이 맛있어요 | 고기 질이 좋아요 | 매장이 넓어요 | 친절해요 | 매장이 청결해요,,
22,6a8e8774e51620eca5b655df,텍스트·콘텐츠형,5,"🍻1984년 주안가든으로 시작해서 바로 직전 우판등심으로 거쳐 현재까지 약 40년의 역사를 가진 식당이라고 합니다.
🥣회식이나 가족 모임 그리고 여러 단체 식사 등이 가능한 대형 고깃집으로 인천에서 모임 장소를 고민할 때 접근성과 실내 공간 그리고 음식의 맛 및 편의 시설까지 모두 균형 있게 갖춘 곳으로 인기를 끌고 있는 곳이지요.
🥩고기의 품질을 최우선으로 생각하며 균일한 기준의 원육을 사용하여 누구나 만족할 수 있는 맛을 유지하기 위해 노력하고 있다고 하는 오랜 전통을 가진 식당으로 고기 맛있습니다.",2026-08-26,2026-08-21,8.26.수,8.21.금,2026-08-26T06:28:04+00:00,1,가온미르아빠,영수증,음식이 맛있어요 | 고기 질이 좋아요 | 반찬이 잘 나와요 | 매장이 넓어요 | 차분한 분위기예요,,
23,6a8797e6eb6d0bcb8994e970,텍스트·콘텐츠형,4.5,"친절하고 밑반찬이 맛있어요.
다만 센스가 없었습니다.
테블릿으로 주문하는데 고기랑 후식냉면이랑 밤을 시켰습니다.
보통 고기집에 가면 주문한 손님에게 후식 냉면 언제드리는지 확인하는데, 그 과정없이 생고기와 냉면 모두 동시에 나오드라구여..
고기가 익지도 않았는데 냉면받은 적은 난생처음입니다..
생꽃갈비는 괜찮으나 양념꽃갈비는 쏘쏘입니다.",2026-08-21,2026-08-20,8.21.금,8.20.목,2026-08-21T00:12:22+00:00,1,쿤구,영수증,매장이 넓어요 | 재료가 신선해요 | 반찬이 잘 나와요 | 친절해요,,
24,6a86f7001473214e0feff992,텍스트·콘텐츠형,5,,2026-08-20,2026-08-20,8.20.목,8.20.목,2026-08-20T12:45:52+00:00,1,lmb****,영수증,음식이 맛있어요 | 매장이 넓어요 | 주차하기 편해요,,
25,6a85794fee29893531835825,텍스트·콘텐츠형,5,"맛있게 잘 먹었습니다.
깔끔하고 시원해요.",2026-08-19,2026-08-19,8.19.수,8.19.수,2026-08-19T09:37:19+00:00,1,idi****,영수증,음식이 맛있어요 | 고기 질이 좋아요 | 친절해요 | 매장이 청결해요,"안녕하세요 도화갈비 인천점입니다!
맛있게 드셨다니 진심으로 감사드립니다.
정성껏 준비한 보람을 느낍니다.
인천 맛집 추천으로 앞으로도 변함없는 맛으로 보답하겠습니다.
다시 한번 소중한 후기 남겨주셔서 감사드리며 늘 건강하고 행복한 나날 되시길 바랍니다.",8.20.목
26,6a854331a9a0019c203f655a,텍스트·콘텐츠형,5,"매장이 넓고 주차장이 잘 되어 있어요.
점심특선 메뉴가 알차요.",2026-08-19,2026-08-19,8.19.수,8.19.수,2026-08-19T05:46:25+00:00,2,라임초코,영수증,음식이 맛있어요 | 매장이 넓어요,"안녕하세요 도화갈비 인천점입니다!
매장이 넓고 주차장까지 잘 되어 있다고 좋게 봐주셔서 진심으로 감사드립니다.
점심특선 메뉴도 좋게 말씀해주셔서 진심으로 감사드립니다.
편하게 방문하실 수 있도록 앞으로도 신경 쓰겠습니다.
인천 대형 고기집으로서 더욱 정성을 다하겠습니다.
다시 한번 소중한 후기 남겨주셔서 감사드리며 늘 건강하고 행복한 나날 되시길 바랍니다.",8.20.목
27,6a854484f8dfb3ac271df94e,텍스트·콘텐츠형,5,"갈비도 맛있고 냉면도 맛있어요.
밑반찬이 잘 나와요.",2026-08-19,2026-08-19,8.19.수,8.19.수,2026-08-19T05:52:04+00:00,1,sana88,영수증,음식이 맛있어요 | 매장이 넓어요 | 단체모임 하기 좋아요,"안녕하세요 도화갈비 인천점입니다!
갈비도 냉면도 맛있게 즐겨주셨다니 정성껏 준비한 보람을 느낍니다.
밑반찬까지 잘 나온다고 좋게 봐주셔서 진심으로 감사드립니다.
앞으로도 한결같은 맛과 정성으로 보답하겠습니다.
인천 소갈비 맛집으로서 더욱 신경 쓰겠습니다.
다시 한번 소중한 후기 남겨주셔서 감사드리며 늘 건강하고 행복한 나날 되시길 바랍니다.",8.20.목
28,6a8527e6d2a9cf09c37321ae,텍스트·콘텐츠형,4.5,"점심때방문했어요.
서빙직원 친절하고 맛있게. 먹고갑니다~^^",2026-08-19,2026-08-19,8.19.수,8.19.수,2026-08-19T03:49:58+00:00,1,최춘미43,영수증,음식이 맛있어요 | 매장이 넓어요,"안녕하세요 도화갈비 인천점입니다!
점심시간에 찾아주셔서 진심으로 감사드립니다.
서빙 직원까지 친절하다고 좋게 봐주셔서 감사드립니다.
맛있게 드시고 가셨다니 정성껏 준비한 보람을 느낍니다.
인천 미추홀구 맛집으로서 앞으로도 한결같은 모습으로 보답하겠습니다.
다시 한번 소중한 후기 남겨주셔서 감사드리며 늘 건강하고 행복한 나날 되시길 바랍니다.",8.20.목
29,6a8508b1a5596ea1cd4eafcd,텍스트·콘텐츠형,5,"남편이랑 월미도 나들이 가기전 인천 맛집 검색해서 도화갈비 인천점 왔는데요. 와 주차장이 정말 잘 되어 있고 식다만으로 들어가니 고급진 느낌이 테이블마다 칸막이가 다 되어있고 룸도 있고 쾌적하니 너무좋더라구요. 갈비맛은 엄치척맛이였어요.
도톰하니 육즙도 나오고 숯향도 좋고 육회 양념맛이 끝내줬어요. 아주 만족스러운 저녁을먹었답니다. 단체모일 장소로도 좋을듯요. 아들들 데리고 또 가려구요.",2026-08-19,2026-08-18,8.19.수,8.18.화,2026-08-19T01:36:49+00:00,1,꽃보라86,영수증,음식이 맛있어요 | 고기 질이 좋아요 | 단체모임 하기 좋아요 | 주차하기 편해요 | 좌석이 편해요,"안녕하세요 도화갈비 인천점입니다!
월미도 나들이 가시는 길에 저희 매장 찾아주시고 이렇게 정성스러운 후기까지 남겨주셔서 진심으로 감사드립니다.
주차 걱정 없이 편하게 방문하실 수 있도록 넉넉한 주차공간을 마련해두었는데 만족스럽게 이용해주셨다니 뿌듯하네요.
테이블마다 칸막이와 룸으로 쾌적한 분위기를 느끼셨다니 저희도 기쁩니다.
갈비 맛까지 인정해주셔서 감사드리며 인천 갈비 맛집으로 앞으로도 변함없는 맛과 서비스로 보답하겠습니다.
다시 한번 소중한 후기 남겨주셔서 감사드리며 늘 건강하고 행복한 나날 되시길 바랍니다.",8.20.목
30,6a83f97b42aa2badd44a620e,텍스트·콘텐츠형,5,집 근처 도화갈비 자주 오는디 올때마다 잘 먹고 가요~^^,2026-08-18,2026-08-18,8.18.화,8.18.화,2026-08-18T06:19:39+00:00,2,앨리시아19,영수증,음식이 맛있어요 | 고기 질이 좋아요 | 매장이 넓어요 | 인테리어가 멋져요 | 친절해요,"안녕하세요 도화갈비 인천점입니다!
집 근처에서 자주 찾아주시고 이렇게 후기까지 남겨주셔서 진심으로 감사드립니다.
올 때마다 맛있게 드시고 가신다니 저희도 큰 힘이 됩니다.
앞으로도 한결같은 맛과 정성으로 보답하겠습니다.
인천 도화동 맛집으로서 더욱 신경 쓰겠습니다.
다시 한번 소중한 후기 남겨주셔서 감사드리며 늘 건강하고 행복한 나날 되시길 바랍니다.",8.20.목
31,6a830b721ccdcf1babd5039c,텍스트·콘텐츠형,5,"장소가 넓고 쾌적해요.
고기가 맛있어서 아가도 잘먹네요
밑에 투썸 카페도 넓고 쾌적해서 
밥먹고 후식 커피까지 한번에 해결하기좋아요",2026-08-17,2026-08-17,8.17.월,8.17.월,2026-08-17T13:24:02+00:00,1,lidiau,결제내역,음식이 맛있어요 | 고기 질이 좋아요 | 인테리어가 멋져요 | 매장이 넓어요,"안녕하세요 도화갈비 인천점입니다!
넓고 쾌적한 매장을 좋게 봐주셔서 진심으로 감사드립니다.
고기를 아가까지 잘 먹었다니 정성껏 준비한 보람을 느낍니다.
아래층 투썸플레이스까지 넓고 쾌적하게 이용하셨다니 저희도 기쁩니다.
식사 후 후식 커피까지 한번에 해결하실 수 있어 편리하셨다니 인천 가족외식 장소로서 더욱 정성을 다하겠습니다.
다시 한번 소중한 후기 남겨주셔서 감사드리며 늘 건강하고 행복한 나날 되시길 바랍니다.",8.20.목
32,6a82da0d87169d2c94011787,텍스트·콘텐츠형,4.5,맛있어요,2026-08-17,2026-08-17,8.17.월,8.17.월,2026-08-17T09:53:17+00:00,1,sp****,영수증,음식이 맛있어요 | 고기 질이 좋아요 | 인테리어가 멋져요 | 매장이 넓어요,"안녕하세요 도화갈비 인천점입니다!
맛있게 드셨다니 진심으로 감사드립니다.
고기 질이 좋다고 말씀해주셔서 정성껏 준비한 보람을 느낍니다.
멋진 인테리어와 넓은 매장까지 좋게 봐주셔서 감사드립니다.
인천 소고기 주안역 맛집으로서 앞으로도 한결같은 모습으로 보답하겠습니다.
다시 한번 소중한 후기 남겨주셔서 감사드리며 늘 건강하고 행복한 나날 되시길 바랍니다.",8.20.목
33,6a82cfa28d869c5c36af24e7,텍스트·콘텐츠형,5,"부모님 모시고 다녀왔어요! 돼지갈비
양념이 정말 맛있네요~ 밑반찬도 맛있어서 잘 먹었습니다😊😊😊",2026-08-17,2026-08-17,8.17.월,8.17.월,2026-08-17T09:08:50+00:00,1,스믈,영수증,음식이 맛있어요 | 반찬이 잘 나와요 | 인테리어가 멋져요 | 매장이 넓어요 | 주차하기 편해요,"안녕하세요 도화갈비 인천점입니다!
부모님 모시고 찾아주셔서 진심으로 감사드립니다.
돼지갈비 양념이 맛있다고 말씀해주셔서 정성껏 준비한 보람을 느낍니다.
밑반찬까지 맛있게 드셨다니 저희도 기쁩니다.
인천 돼지갈비 맛집으로서 앞으로도 한결같은 맛으로 보답하겠습니다.
다시 한번 소중한 후기 남겨주셔서 감사드리며 늘 건강하고 행복한 나날 되시길 바랍니다.",8.20.목
34,6a828369529dcbc3a33303b4,텍스트·콘텐츠형,4.5,"고기 질이 좋고 맛있어요
돌상도 잘 이용했어요",2026-08-17,2026-08-17,8.17.월,8.17.월,2026-08-17T03:43:37+00:00,1,mal198895,영수증,음식이 맛있어요 | 고기 질이 좋아요 | 인테리어가 멋져요 | 매장이 넓어요 | 단체모임 하기 좋아요,"안녕하세요 도화갈비 인천점입니다!
고기 질이 좋고 맛있게 드셨다니 정성껏 준비한 보람을 느낍니다.
돌상까지 잘 이용하셨다니 저희도 뜻깊은 시간에 함께할 수 있어 기쁩니다.
소중한 자리에 저희 매장을 찾아주셔서 진심으로 감사드립니다.
인천 가족외식 장소로서 앞으로도 정성을 다하겠습니다.
다시 한번 소중한 후기 남겨주셔서 감사드리며 늘 건강하고 행복한 나날 되시길 바랍니다.",8.20.목
35,6a819b467b920b7ac82bda60,텍스트·콘텐츠형,5,,2026-08-16,2026-08-16,8.16.일,8.16.일,2026-08-16T11:13:10+00:00,1,월광소류지,영수증,음식이 맛있어요,,
36,6a81883873d11ae33da9a00e,텍스트·콘텐츠형,5,할머니 생신잔치 왔습니다 깨끗하고 맛있고 너무 좋았어요,2026-08-16,2026-08-16,8.16.일,8.16.일,2026-08-16T09:51:52+00:00,1,바낫도로시,영수증,음식이 맛있어요 | 고기 질이 좋아요 | 인테리어가 멋져요,,
37,6a7ff95a5997a98d288beb2c,텍스트·콘텐츠형,5,부모님모시고 아이랑 왔는데 고기질도좋고 같이나오는 반찬도 정갈하니 맛있습니다~ 매장도 넓고 주차장도 넓어서 편하네요~!!,2026-08-15,2026-08-15,8.15.토,8.15.토,2026-08-15T05:30:02+00:00,1,amorJ,영수증,음식이 맛있어요 | 고기 질이 좋아요 | 재료가 신선해요 | 비싼 만큼 가치있어요 | 매장이 넓어요,,
38,6a7ff91458eee5c8da767126,텍스트·콘텐츠형,5,"우연히 들린 갈비 맛집 입니다 
매장이 넓고 크고 주차장도 잘되어 있구요
먹다가 중간에 사진 찍느라 몇개 못찍었네요
밑반찬도 잘나오고
갈비양념이 너무 달지 않아 맛있어요! 
가족끼리 외식오기 좋은곳인거 같아요!",2026-08-15,2026-08-15,8.15.토,8.15.토,2026-08-15T05:28:52+00:00,1,슈가플럼7,영수증,음식이 맛있어요 | 고기 질이 좋아요 | 비싼 만큼 가치있어요 | 반찬이 잘 나와요 | 매장이 넓어요,"안녕하세요 도화갈비 인천점입니다!
우연히 들르셨다가 좋은 인연으로 찾아주셔서 진심으로 감사드립니다.
넓고 쾌적한 매장과 편리한 주차까지 좋게 봐주셔서 뿌듯합니다.
밑반찬도 잘 챙겨드렸다니 다행이며 갈비양념이 너무 달지 않아 맛있다고 해주셔서 정성껏 준비한 보람을 느낍니다.
가족끼리 외식하기 좋은 곳이라 말씀해주셔서 인천 갈비 맛집으로서 더욱 정성을 다하겠습니다.
다시 한번 소중한 후기 남겨주셔서 감사드리며 늘 건강하고 행복한 나날 되시길 바랍니다.",8.20.목
39,6a7ff9dde1f4b74d06f3866e,텍스트·콘텐츠형,5,고기가 맛있고 반찬들이 깔끔해요! 반찬들도 다 하나같이 맛있어서 다음에 또 오고 싶어요!,2026-08-15,2026-08-15,8.15.토,8.15.토,2026-08-15T05:32:13+00:00,1,Irreplaceable,영수증,음식이 맛있어요 | 매장이 넓어요,,
40,6a7ff9efb9d385442dcd4467,텍스트·콘텐츠형,5,"몇번째 오는지 모르겠어용! 가성비도 좋고 
식당 내부가 넓어서 너무 좋아요^^  외식때 자주 오게되네용 

평일에는 조용하면서 더 좋아용~~ 👍👍👍",2026-08-15,2026-08-15,8.15.토,8.15.토,2026-08-15T05:32:31+00:00,1,jiheeqkq,영수증,음식이 맛있어요 | 가성비가 좋아요 | 메뉴 구성이 알차요 | 음식이 빨리 나와요,,
41,6a7fed728b6a8f8434e9fe72,텍스트·콘텐츠형,5,"부모님 생신이라 처음 방문했어요
고기도 맛있고 반찬도 정갈해요
포토존도 있고 생신상 서비스도 있어서 너무 맛있게 먹었어요
직원분들이 친절하게 잘 해주셔서 편안하게 식사했습니다
주차 걱정도 없고 또 방문하고 싶네요",2026-08-15,2026-08-15,8.15.토,8.15.토,2026-08-15T04:39:14+00:00,1,마미대디,영수증,음식이 맛있어요 | 인테리어가 멋져요 | 단체모임 하기 좋아요 | 친절해요 | 주차하기 편해요,,
42,6a7feca3b3374a13a82d9e98,텍스트·콘텐츠형,5,너무 맛있어요 가족모임에 넘 좋아요,2026-08-15,2026-08-15,8.15.토,8.15.토,2026-08-15T04:35:47+00:00,1,포근구름,영수증,음식이 맛있어요 | 고기 질이 좋아요 | 양이 많아요 | 특별한 메뉴가 있어요 | 가성비가 좋아요,,
43,6a7ff85460df1dee55dc1f9b,텍스트·콘텐츠형,5,지인추천으로 부모님모시고 왔는데 너무 맛있어요!,2026-08-15,2026-08-15,8.15.토,8.15.토,2026-08-15T05:25:40+00:00,1,판다이스,영수증,음식이 맛있어요 | 고기 질이 좋아요 | 재료가 신선해요 | 반찬이 잘 나와요,,
44,6a7fec736c0ccb8402db4695,텍스트·콘텐츠형,5,완전 맛있고 고기도 부드럽습니다 숯도 좋은거 써서 진짜 맛있어요 다들 와서 드세용!!,2026-08-15,2026-08-15,8.15.토,8.15.토,2026-08-15T04:34:59+00:00,1,하루루루3,영수증,음식이 맛있어요 | 양이 많아요 | 매장이 넓어요 | 단체모임 하기 좋아요,,
45,6a7feba2b4ba434f47cfbf50,텍스트·콘텐츠형,4.5,"고기도 맛있고
직원도 친절하고
좋은 시간 보냈습니다^^",2026-08-15,2026-08-15,8.15.토,8.15.토,2026-08-15T04:31:30+00:00,1,에지32,영수증,음식이 맛있어요 | 고기 질이 좋아요 | 양이 많아요 | 가성비가 좋아요,,
46,6a7fed368258edae378d47b0,텍스트·콘텐츠형,4.5,"가족단위로 오기 진짜 너무 좋고
룸 예약 진짜 너무너무 강추입니다💓
갈비도 너무 맛있고 친절하셔서 너무 행복한시간 잘 보냈습니다ㅜㅜ💓",2026-08-15,2026-08-15,8.15.토,8.15.토,2026-08-15T04:38:14+00:00,1,wnnsnn,영수증,음식이 맛있어요 | 고기 질이 좋아요 | 매장이 넓어요 | 친절해요 | 특별한 날 가기 좋아요,,
47,6a7fece56a39306893d0ff8f,텍스트·콘텐츠형,5,"어머님 생신이시라 가족끼리 식사하러 왔어요. 
주차하기 편해서 좋고 고기가 신선하고 정말 맛있네요. 양도 많고 밑반찬도 푸짐해요. 직원분도 너무 친절하셔서 기분좋게 식사하고 갑니다.",2026-08-15,2026-08-15,8.15.토,8.15.토,2026-08-15T04:36:53+00:00,1,kla****,영수증,음식이 맛있어요 | 고기 질이 좋아요 | 양이 많아요 | 재료가 신선해요 | 친절해요,,
48,6a7ff50651db72b4f4cd2d6d,텍스트·콘텐츠형,5,,2026-08-15,2026-08-15,8.15.토,8.15.토,2026-08-15T05:11:34+00:00,1,망둥이901,영수증,음식이 맛있어요 | 고기 질이 좋아요 | 친절해요 | 주차하기 편해요 | 단체모임 하기 좋아요,,
